25226624:116	Affordable Care Act [SEP] from the contraception rule. At the beginning of the 2015, 11.7 million had signed up (ex-Medicaid). By the end of the year about 8.8 million consumers had stayed in the program. Congress repeatedly delayed the onset of the "Cadillac tax" on expensive insurance plans first until 2020 and later until 2022 and repealed it in late 2019. An estimated 9 to 10 million people had gained Medicaid coverage in 2016, mostly low-income adults. The five major national insurers expected to lose money on ACA policies in 2016, in part because the enrollees were lower income, older and sicker than expected. More than 9.2 million people (3.0 million new customers and 6.2 million returning) enrolled on the national exchange in 2017, down some 400,000 from 2016. This decline was due primarily to the election of President Trump. The eleven states that run their own exchanges signed up about 3 million more. The IRS announced that it would not require that tax
25226624:117	Affordable Care Act [SEP] run their own exchanges signed up about 3 million more. The IRS announced that it would not require that tax returns indicate a person has health insurance, reducing the effectiveness of the individual mandate, in response to Trump's executive order. The CBO reported in March that the healthcare exchanges were expected to be stable. In May the House voted to repeal the ACA using the American Health Care Act (AHCA), but the AHCA was defeated in the Senate. The Tax Cuts and Jobs Act set the individual mandate penalty at $0 starting in 2019. The CBO estimated that the change would cause 13 million fewer people to have health insurance in 2027. The 2017 Individual Market Stabilization Bill was proposed to fund cost-sharing reductions, provide more flexibility for state waivers, allow a new "Copper Plan" offering only catastrophic coverage, allow interstate insurance compacts, and redirect consumer fees to states for outreach. The bill failed. By 2019, 35 states and the
25226624:118	Affordable Care Act [SEP] interstate insurance compacts, and redirect consumer fees to states for outreach. The bill failed. By 2019, 35 states and the District of Columbia had either expanded coverage via traditional Medicaid or via an alternative program. In popular culture SNL presented a sketch in October 2009 about the legislation's gridlock, with Dwayne Johnson playing an angry President Obama confronting three senators opposing the plan. The show aired another sketch in September 2013 with Jay Pharoah as President Obama rolling out the plan to the public, and Aaron Paul and other cast members playing ordinary Americans helping him in advocating for the legislation. See also Broccoli mandate Comparison of the healthcare systems in Canada and the United States Individual shared responsibility provision Massachusetts health care reform (sometimes called "Romneycare") Medicaid Medicare Access and CHIP Reauthorization Act of 2015 (Reform to the American Health Care system signed into law by President Obama) Single-payer health care Blue Dog Coalition Universal health care Universal health
25226624:119	Affordable Care Act [SEP] Health Care system signed into law by President Obama) Single-payer health care Blue Dog Coalition Universal health care Universal health coverage by country U.S. health care compared with eight other countries (tabular form) References Further reading Altman, Stuart, and David Shactman. Power, Politics, and Universal Health Care: The Inside Story of a Century-Long Battle (2011) online Barr, Donald A. (2011). Introduction to U.S. Health Policy: The Organization, Financing, and Delivery of Health Care in America. JHU Press. ISBN 978-1-4214-0218-5. Blumenthal, David, Melinda Abrams, and Rachel Nuzum. "The affordable care act at 5 years." New England Journal of Medicine 372.25 (2015): 2451-2458. online Bossaler, Jenny S. (April 2016). "Access to affordable care through public libraries". The Library Quarterly. 86 (2). University of Chicago Press: 193–212. doi:10.1086/685400. ISSN 0024-2519. JSTOR 26561661. OCLC 01755858. S2CID 147627006. Campbell, Andrea Louise, and Lara Shore-Sheppard. "The social, political, and economic effects of the Affordable Care Act: Introduction to the issue." RSF: The Russell Sage Foundation Journal
25226624:120	Affordable Care Act [SEP] social, political, and economic effects of the Affordable Care Act: Introduction to the issue." RSF: The Russell Sage Foundation Journal of the Social Sciences 6.2 (2020): 1-40 online. CCH's Law, Explanation and Analysis of the Patient Protection and Affordable Care Act: Including Reconciliation Act Impact. Chicago, IL: Wolters Kluwer Law & Business. 2010. ISBN 978-0-8080-2287-9. Two volumes: This book contains an editorially enhanced version of the Patient Protection and Affordable Care Act that integrates in place changes made to it by the Reconciliation Act of 2010. ... A website, www.mediregs.com/cchhealthreform, has been created to expand access to key legislative materials. Fang, Hanming; Krueger, Dirk (2022). "The Affordable Care Act After a Decade: Its Impact on the Labor Market and the Macro Economy". Annual Review of Economics. 14 (1). Cambridge MA: National Bureau of Economic Research. doi:10.3386/w29240. ISSN 1941-1391. LCCN 2008214322. OCLC 190859329. Feldman, Arthur M. (2012) [2011]. Understanding Health Care Reform: Bridging the Gap Between Myth and Reality. CRC Press.
25226624:121	Affordable Care Act [SEP] OCLC 190859329. Feldman, Arthur M. (2012) [2011]. Understanding Health Care Reform: Bridging the Gap Between Myth and Reality. CRC Press. ISBN 978-1-4398-7948-1. Archived from the original on June 16, 2022. Jacobs, Lawrence R.; Skocpol, Theda (2010). Health Care Reform and American Politics. Oxford University Press. ISBN 978-0-19-978142-3. McDonough, John E. (August 2, 2011). Inside National Health Reform. University of California Press. ISBN 978-0-520-27019-0. Brill, Steven (January 5, 2015). America's Bitter Pill: Money, Politics, Back-Room Deals, and the Fight to Fix Our Broken Healthcare System. Random House. ISBN 978-0-8129-9695-1. "Letter to the Honorable John Boehner providing an estimate for H.R. 6079, the Repeal of Obamacare Act". United States. Congressional Budget Office. July 24, 2012. Archived from the original (Cost estimate) on July 27, 2012. Retrieved July 27, 2012. Elmendorf, Douglas W. (November 30, 2009). "An Analysis of Health Insurance Premiums Under the Patient Protection and Affordable Health Care Act" (PDF). United States. Congressional Budget Office. Archived from the original on December
25226624:122	Affordable Care Act [SEP] the Patient Protection and Affordable Health Care Act" (PDF). United States. Congressional Budget Office. Archived from the original on December 5, 2009. Retrieved June 29, 2012. "Analysis Of A Permanent Prohibition On Implementing The Major Health Care Legislation Enacted In March 2010". United States. Congressional Budget Office. May 26, 2011. Archived from the original on March 3, 2012. Retrieved April 1, 2012. Glied, Sherry; Ma, Stephanie (December 2013). "How States Stand to Gain or Lose Federal Funds by Opting In or Out of the Medicaid Expansion" (PDF). Issue Brief. 32. The Commonwealth Fund: 1–12. PMID 24344468. Retrieved February 20, 2016. Jost, Timothy (February 24, 2014). "Implementing Health Reform: Medicaid Asset Rules And The Affordable Care Act". Health Affairs. Washington, DC: Project HOPE. doi:10.1377/forefront.20140224.037390. ISSN 1544-5208. OCLC 07760874. Riley, Trish; Thorpe, Jane Hyatt (2012). "Multi-state plans under the Affordable Care Act" (PDF). Department of Health Policy. The George Washington University: School of Public Health and Health Services. Archived from the original
25226624:123	Affordable Care Act [SEP] (PDF). Department of Health Policy. The George Washington University: School of Public Health and Health Services. Archived from the original (PDF) on June 26, 2013. "Following The Affordable Care Act". Health Affairs. ISSN 1544-5208. OCLC 07760874. Retrieved August 10, 2019. "Pre-Affordable Care Act (2011 Archived) Health Insurance Consumer Guides for the Fifty States From Georgetown University Health Policy Institute (Can be used to explore the pre-ACA health insurance system)". Archived from the original on April 29, 2011. Retrieved April 29, 2011. Mettler, Suzanne (2011). The Submerged State: How Invisible Government Policies Undermine American Democracy. University of Chicago Press. ISBN 978-0-226-52166-4. OCLC 928901062. Mettler, Suzanne (April 17, 2012). "The Submerged State". Office Hours podcast. Society Pages. Identifier 1000365943260 Jacobs, Lawrence R.; Mettler, Suzanne (2020). "What Health Reform Tells Us about American Politics". Journal of Health Politics, Policy and Law. 45 (4): 581–593. doi:10.1215/03616878-8255505. ISSN 0361-6878. LCCN 76646971. OCLC 2115780. PMID 32186336. S2CID 212752729. Preliminary CBO documents Patient Protection And Affordable Care
25226624:124	Affordable Care Act [SEP] 581–593. doi:10.1215/03616878-8255505. ISSN 0361-6878. LCCN 76646971. OCLC 2115780. PMID 32186336. S2CID 212752729. Preliminary CBO documents Patient Protection And Affordable Care Act, Incorporating The Manager's Amendment. United States. Congressional Budget Office December 19, 2009. (Cost estimate) Effects Of The Patient Protection And Affordable Care Act On The Federal Budget And The Balance In The Hospital Insurance Trust Fund (December 23, 2009) Estimated Effect Of The Patient Protection And Affordable Care Act (Incorporating The Manager's Amendment) On The Hospital Insurance Trust Fund (December 23, 2009) Base Analysis—H.R. 3590, Patient Protection and Affordable Care Act, United States. Congressional Budget Office. November 18, 2009. (Cost estimate)(The additional and related CBO reporting that follows can be accessed from the above link) Estimated Distribution Of Individual Mandate Penalties (November 20, 2009) Estimated Effects On Medicare Advantage Enrollment And Benefits Not Covered By Medicare (November 21, 2009) Estimated Effects On The Status Of The Hospital Insurance Trust Fund (November 21, 2009) Estimated Average Premiums Under Current Law
25226624:125	Affordable Care Act [SEP] Estimated Effects On The Status Of The Hospital Insurance Trust Fund (November 21, 2009) Estimated Average Premiums Under Current Law (December 5, 2009) Additional Information About Employment-Based Coverage (December 7, 2009) Budgetary Treatment Of Proposals To Regulate Medical Loss Ratios (December 13, 2009) CMS Estimates of the impact of P.L. 111-148 Estimated Financial Effects of the "Patient Protection and Affordable Care Act", as Amended. April 22, 2010. Estimated Effects of the "Patient Protection and Affordable Care Act", as Amended, on the Year of Exhaustion for the Part A Trust Fund, Part B Premiums, and Part A and Part B Coinsurance Amounts. April 22, 2010. CMS Estimates of the impact of H.R. 3590 Estimated Financial Effects of the "Patient Protection and Affordable Care Act of 2009", as Proposed by the Senate Majority Leader on November 18, 2009. December 10, 2009. Estimated Effects of the "Patient Protection and Affordable Care Act" on the Year of Exhaustion for the Part A Trust Fund,
25226624:126	Affordable Care Act [SEP] Effects of the "Patient Protection and Affordable Care Act" on the Year of Exhaustion for the Part A Trust Fund, Part B Premiums, and Part A and Part B Coinsurance Amounts. December 10, 2009. Senate Finance Committee meetings Senate Finance Committee Hearings for the 111th Congress recorded by C-SPAN; also available from Finance.Senate.Gov (accessed April 1, 2012). External links ACA text Patient Protection and Affordable Care Act as amended (PDF/details) in the GPO Statute Compilations collection Full text, summary, background, provisions and more, via Democratic Policy Committee (Senate.gov)
18933066:0	Florida [SEP] Florida ( FLORR-ih-də; Spanish: [floˈɾiða] ) is a state in the Southeastern and South Atlantic regions of the United States. It borders the Gulf of Mexico to the west, Alabama to the northwest, Georgia to the north, the Atlantic Ocean to the east, the Straits of Florida to the south, and The Bahamas to the southeast. About two-thirds of Florida occupies a peninsula between the Gulf of Mexico and the Atlantic Ocean. It has the longest coastline in the contiguous United States, spanning approximately 1,350 miles (2,170 km), not including its many barrier islands. It is the only state that borders both the Gulf of Mexico and the Atlantic Ocean. With a population of over 23 million, it is the third-most populous state in the United States and ranks seventh in population density as of 2020. Florida spans 65,758 square miles (170,310 km2), ranking 22nd in area among the states. The Miami metropolitan area, anchored by the cities of Miami,
18933066:1	Florida [SEP] miles (170,310 km2), ranking 22nd in area among the states. The Miami metropolitan area, anchored by the cities of Miami, Fort Lauderdale, and West Palm Beach, is the state's largest metropolitan area, with a population of 6.138 million; the most populous city is Jacksonville. Florida's other major population centers include Tampa Bay, Orlando, Cape Coral, and the state capital of Tallahassee. Various Native American groups have inhabited Florida for at least 14,000 years. In 1513, Spanish explorer Juan Ponce de León became the first documented European to make landfall in the region and named it La Florida (Spanish for "land of flowers"; [la floˈɾiða]), giving the territory its present name. Spain subsequently incorporated Florida into the Spanish Empire in the early 16th century. In 1565, it founded St. Augustine, the oldest continuously inhabited European-established settlement in the continental United States. The region was frequently coveted and attacked by Great Britain throughout the 18th century. Britain briefly gained control of Florida
18933066:2	Florida [SEP] The region was frequently coveted and attacked by Great Britain throughout the 18th century. Britain briefly gained control of Florida in 1763, but Spain recovered it in 1783 following the British defeat in the American Revolutionary War. Florida remained under Spanish rule until it was ceded to the United States in 1821, in exchange for U.S. recognition of Spanish sovereignty in Texas and the resolution of the border dispute along the Sabine River. Florida was admitted as the 27th state on March 3, 1845, and was the principal location of the Seminole Wars (1816–1858), the longest and most extensive of the American Indian Wars. The state seceded from the Union on January 10, 1861, becoming one of the seven original Confederate States, and was readmitted to the Union after the Civil War on June 25, 1868. Since the mid-20th century, Florida has experienced rapid demographic and economic growth. Its economy, with a gross state product (GSP) of $1.647 trillion, is
18933066:3	Florida [SEP] Florida has experienced rapid demographic and economic growth. Its economy, with a gross state product (GSP) of $1.647 trillion, is the fourth largest of any U.S. state and the fifteenth-largest in the world; the main sectors are tourism, hospitality, agriculture, real estate, and transportation. Florida is world-renowned for its beach resorts, amusement parks, warm and sunny climate, and nautical recreation; attractions such as Walt Disney World, the Kennedy Space Center, and Miami Beach draw tens of millions of visitors annually. Florida is a popular destination for retirees, seasonal vacationers, and both domestic and international migrants. The state's close proximity to the ocean has shaped its culture, identity, and daily life; its colonial history and successive waves of migration are reflected in African, European, Indigenous, Latino, and Asian influences. Florida has attracted or inspired some of the most prominent American writers, including Ernest Hemingway, Marjorie Kinnan Rawlings, and Tennessee Williams, and continues to attract celebrities and athletes, especially in golf, tennis,
18933066:4	Florida [SEP] including Ernest Hemingway, Marjorie Kinnan Rawlings, and Tennessee Williams, and continues to attract celebrities and athletes, especially in golf, tennis, auto racing, and water sports. Florida has been known for being a battleground state in American presidential elections, although it has turned increasingly Republican in recent years. Florida's climate varies from subtropical in the north to tropical in the south. It is the only state besides Hawaii to have a tropical climate, and the only continental state with a coral reef. Florida has several unique ecosystems, including Everglades National Park, the largest tropical wilderness in the U.S. and among the largest in the Americas. Unique wildlife includes the American alligator, American crocodile, American flamingo, roseate spoonbill, Florida panther, bottlenose dolphin, and manatee. The Florida Reef is the only living coral barrier reef in the continental United States, and the third-largest coral barrier reef system in the world, after the Great Barrier Reef and the Belize Barrier Reef. History The first
18933066:5	Florida [SEP] coral barrier reef system in the world, after the Great Barrier Reef and the Belize Barrier Reef. History The first inhabitants, the Paleo-Indians entered Florida at least 14,000 years ago. By the 16th century, the earliest time for which there is a historical record, major groups of people living in Florida included the Apalachee of the Florida Panhandle, the Timucua of northern and central Florida, the Ais of the central Atlantic coast, the Mayaimi of the Lake Okeechobee area, the Tequesta of southeastern Florida, and the Calusa of southwest Florida. European arrival Florida was the first region of what is now the contiguous United States to be visited and settled by Europeans. The first recorded European explorers to reach Florida were Spaniards led by Juan Ponce de León, who sighted the peninsula on April 2, 1513, and came ashore the next day. He named it La Florida in recognition of the Easter season (Pascua Florida) and the region's abundant flora.
18933066:6	Florida [SEP] next day. He named it La Florida in recognition of the Easter season (Pascua Florida) and the region's abundant flora. The following day they came ashore to seek information and take possession of this new land. The story that he was searching for the Fountain of Youth is apocryphal and appeared only long after his death. In May 1539, Hernando de Soto skirted the coast of Florida, searching for a deep harbor to land. He described a thick wall of red mangroves spread mile after mile, some reaching as high as 70 feet (21 m), with intertwined and elevated roots making landing difficult. Europeans introduced Christianity, cattle, horses, sheep, the Spanish language, and more to Florida. During the 1520s, an estimated 700,000 Native Americans lived in Florida, but by 1700, the number decreased to only around 2,000 people. In the 1500s, Spain established several settlements in Florida, like in 1559 when Don Tristán de Luna y Arellano established a settlement
18933066:7	Florida [SEP] 1500s, Spain established several settlements in Florida, like in 1559 when Don Tristán de Luna y Arellano established a settlement at present-day Pensacola, making it one of the first settlements in Florida. It was mostly abandoned by 1561. In 1564–1565, there was a French settlement at Fort Caroline, in present Duval County, which was destroyed by the Spanish. Today a reconstructed version of the fort stands in its location within Jacksonville, constructed in the mid-1960s. In 1565, the settlement of St. Augustine (San Agustín) was established under the leadership of admiral and governor Pedro Menéndez de Avilés, creating what would become the oldest continuously occupied European settlements in the continental U.S. and establishing the first generation of Floridanos and the Government of Florida. The marriage between Luisa de Abrego, a free black domestic servant from Seville, and Miguel Rodríguez, a white Segovian, occurred in 1565 in St. Augustine. It is the first recorded Christian marriage in the continental United States.
18933066:8	Florida [SEP] white Segovian, occurred in 1565 in St. Augustine. It is the first recorded Christian marriage in the continental United States. Some Floridanos married or had unions with Pensacola, Creek, or African women, both slave and free, and their descendants created a mixed-race population of mestizos and mulattoes. The Spanish encouraged slaves from the Thirteen Colonies to come to Florida as a refuge, promising freedom in exchange for conversion to Catholicism. King Charles II of Spain issued a royal proclamation freeing all slaves who fled to Florida and accepted conversion and baptism. Most went to the area around St. Augustine, but escaped slaves also reached Pensacola. St. Augustine had mustered an all-black militia unit defending Florida as early as 1683. The region was frequently coveted and attacked, with English colonists and buccaneers launching several attacks on St. Augustine in the 17th and 18th centuries. Spain built the Castillo de San Marcos in 1672 and Fort Matanzas in 1742 to defend Florida's
18933066:9	Florida [SEP] and 18th centuries. Spain built the Castillo de San Marcos in 1672 and Fort Matanzas in 1742 to defend Florida's capital city from attacks, and to maintain its strategic position in the defense of the Captaincy General of Cuba and the Spanish West Indies. In 1738, the governor of Florida Manuel de Montiano established Fort Gracia Real de Santa Teresa de Mose near St. Augustine, a fortified town for escaped slaves to whom Manuel de Montiano granted citizenship and freedom in return for their service in the Florida militia, and which became the first free black settlement legally sanctioned in North America. In 1763, as part of the Treaty of Paris ending the Seven Years' War, Spain traded Florida with Britain in exchange for Havana, Cuba, which the British had taken previously; in compensation Spain received Louisiana from France, and many residents, along with much of the remaining Indigenous population, departed for Cuba. The British built the King's Road from
18933066:10	Florida [SEP] many residents, along with much of the remaining Indigenous population, departed for Cuba. The British built the King's Road from St. Augustine to the Georgia line, crossing the St. Johns River at Wacca Pilatka, later known as 'Cow Ford', which is now the core of Downtown Jacksonville. They split Las Floridas into East Florida and West Florida, a division later kept by Spain, and used land grants to attract settlers, establishing English-speaking communities in what are now Duval, Baker, St. Johns, and Nassau counties. The British promoted the cultivation of sugarcane, indigo, and fruit; expanded lumber exports; and introduced common law, including trial by jury, habeas corpus, and county government. Neither East nor West Florida sent delegates to draft the Declaration of Independence, and the Floridas remained a Loyalist stronghold during the American Revolution. In 1783, Spain regained both East and West Florida after Britain's defeat in the Revolutionary War and the subsequent Treaty of Versailles, and continued the provincial
18933066:11	Florida [SEP] and West Florida after Britain's defeat in the Revolutionary War and the subsequent Treaty of Versailles, and continued the provincial divisions until 1821. Statehood and Indian removal Americans of English and Scots Irish descent began moving into northern Florida from the backwoods of Georgia and South Carolina. Though technically not allowed by the government authorities, they were never able to effectively police the border region and the backwoods settlers from the United States would continue to immigrate into Florida unchecked. These migrants, mixing with the already present British settlers who had remained in Florida since the British period, would be the progenitors of the population known as Florida Crackers. The American settlers established a permanent foothold in the area. The British settlers who had remained also resented Spanish governance, leading to a rebellion in 1810 and the establishment for ninety days of the so-called Free and Independent Republic of West Florida on September 23. After meetings beginning in June, rebels
18933066:12	Florida [SEP] days of the so-called Free and Independent Republic of West Florida on September 23. After meetings beginning in June, rebels overcame the garrison at Baton Rouge (now in Louisiana) and unfurled the flag of the new republic: a single white star on a blue field. This flag would later become known as the "Bonnie Blue Flag". In 1810, parts of West Florida were annexed by the proclamation of President James Madison, who claimed the region as part of the Louisiana Purchase. These parts were incorporated into the newly formed Territory of Orleans. The U.S. annexed the Mobile District of West Florida to the Mississippi Territory in 1812. Spain continued to dispute the area, though the United States gradually increased the area it occupied. In 1812, a group of settlers from Georgia, with de facto support from the U.S. federal government, attempted to overthrow the Floridan government in the province of East Florida. The settlers hoped to convince Floridians to join
18933066:13	Florida [SEP] attempted to overthrow the Floridan government in the province of East Florida. The settlers hoped to convince Floridians to join their cause and proclaim independence from Spain, but the settlers lost their tenuous support from the federal government and abandoned their cause by 1813. Traditionally, historians argued that Seminoles based in East Florida began raiding Georgia settlements and offering havens for runaway slaves. The United States Army led increasingly frequent incursions into Spanish territory, including the 1817–1818 campaign against the Seminole Indians by Andrew Jackson that became known as the First Seminole War. The United States now effectively controlled East Florida. Control was necessary according to Secretary of State John Quincy Adams because Florida had become "a derelict open to the occupancy of every enemy, civilized or savage, of the United States, and serving no other earthly purpose than as a post of annoyance to them." More recent historians describe that after U.S. independence, settlers in Georgia increased pressure on
18933066:14	Florida [SEP] a post of annoyance to them." More recent historians describe that after U.S. independence, settlers in Georgia increased pressure on Seminole lands, and skirmishes near the border led to the First Seminole War (1816–1819). The United States purchased Florida from Spain by the Adams-Onis Treaty (1819) and took possession in 1821. The Seminole were moved out of their rich farmland in northern Florida and confined to a large reservation in the interior of the Florida peninsula by the Treaty of Moultrie Creek (1823). Passage of the Indian Removal Act (1830) led to the Treaty of Payne's Landing (1832), which called for the relocation of all Seminole to Indian Territory (now Oklahoma). Some resisted, leading to the Second Seminole War, the bloodiest war against Native Americans in United States history. By 1842, most Seminoles and Black Seminoles, facing starvation, were removed to Indian Territory west of the Mississippi River. Perhaps fewer than 200 Seminoles remained in Florida after the Third Seminole
18933066:15	Florida [SEP] to Indian Territory west of the Mississippi River. Perhaps fewer than 200 Seminoles remained in Florida after the Third Seminole War (1855–1858), having taken refuge in the Everglades, from where they never surrendered to the US. They fostered a resurgence in traditional customs and a culture of staunch independence. Florida had become a burden to Spain, which could not afford to send settlers or troops due to the devastation caused by the Peninsular War. Madrid, therefore, decided to cede the territory to the United States through the Adams–Onís Treaty, which took effect in 1821. President James Monroe was authorized on March 3, 1821, to take possession of East Florida and West Florida for the United States and provide for initial governance. On behalf of the U.S. government, Andrew Jackson, whom Jacksonville is named after, served as a military commissioner with the powers of governor of the newly acquired territory for a brief period. On March 30, 1822, the U.S. Congress
18933066:16	Florida [SEP] the powers of governor of the newly acquired territory for a brief period. On March 30, 1822, the U.S. Congress merged East Florida and part of West Florida into the Florida Territory. By the early 1800s, Indian removal was a significant issue throughout the southeastern U.S. and also in Florida. In 1830, the U.S. Congress passed the Indian Removal Act and as settlement increased, pressure grew on the U.S. government to remove the Indians from Florida. Seminoles offered sanctuary to black people, who became known as the Black Seminoles; clashes between whites and Indians grew with the influx of new settlers. In 1832, the Treaty of Payne's Landing promised to the Seminoles lands west of the Mississippi River if they agreed to leave Florida. Many Seminoles left at this time. Some Seminoles remained, and the U.S. Army arrived in Florida, leading to the Second Seminole War (1835–1842). Following the war, approximately 3,000 Seminole and 800 Black Seminole were removed to
18933066:17	Florida [SEP] leading to the Second Seminole War (1835–1842). Following the war, approximately 3,000 Seminole and 800 Black Seminole were removed to Indian Territory. A few hundred Seminole remained in Florida in the Everglades. On March 3, 1845, only one day before the end of President John Tyler's term in office, Florida became the 27th state, admitted as a slave state and no longer a sanctuary for runaway slaves. Initially its population grew slowly. As European settlers continued to encroach on Seminole lands, the United States intervened to move the remaining Seminoles to the West. The Third Seminole War (1855–1858) resulted in the forced removal of most of the remaining Seminoles, although hundreds of Seminole Indians remained in the Everglades. The first settlements and towns in South Florida were founded much later than those in the northern part of the state. The first permanent European settlers arrived in the early 19th century. People came from the Bahamas to South Florida and the
18933066:18	Florida [SEP] first permanent European settlers arrived in the early 19th century. People came from the Bahamas to South Florida and the Keys to hunt for treasure from the ships that ran aground on the treacherous Great Florida Reef. Some accepted Spanish land offers along the Miami River. At about the same time, the Seminole Indians arrived, along with a group of runaway slaves. The area was affected by the Second Seminole War, during which Major William S. Harney led several raids against the Indians. Most non-Indian residents were soldiers stationed at Fort Dallas. It was the most devastating Indian war in American history, causing almost a total loss of population in Miami. After the Second Seminole War ended in 1842, William English re-established a plantation started by his uncle on the Miami River. He charted the "Village of Miami" on the south bank of the Miami River and sold several plots of land. In 1844, Miami became the county seat, and
18933066:19	Florida [SEP] south bank of the Miami River and sold several plots of land. In 1844, Miami became the county seat, and six years later a census reported there were ninety-six residents in the area. The Third Seminole War was not as destructive as the second, but it slowed the settlement of southeast Florida. At the end of the war, a few of the soldiers stayed. Civil War and Reconstruction American settlers began to establish cotton plantations in north Florida, which required numerous laborers, which they supplied by buying slaves in the domestic market. By 1860, Florida had only 140,424 people, of whom 44% were enslaved. There were fewer than 1,000 free African Americans before the American Civil War. On January 10, 1861, nearly all delegates in the Florida Legislature approved an ordinance of secession, declaring Florida to be "a sovereign and independent nation"—an apparent reassertion to the preamble in Florida's Constitution of 1838, in which Florida agreed with Congress to be
18933066:20	Florida [SEP] independent nation"—an apparent reassertion to the preamble in Florida's Constitution of 1838, in which Florida agreed with Congress to be a "Free and Independent State". The ordinance declared Florida's secession from the Union, allowing it to become one of the founding members of the Confederate States. The Confederacy received little military help from Florida; the 15,000 troops it offered were generally sent elsewhere. Instead of troops and manufactured goods, Florida did provide salt and, more importantly, beef to feed the Confederate armies. This was particularly important after 1864, when the Confederacy lost control of the Mississippi River, thereby losing access to Texas beef. The largest engagements in the state were the Battle of Olustee, on February 20, 1864, and the Battle of Natural Bridge, on March 6, 1865. Both were Confederate victories. The war ended in 1865. Following the American Civil War, Florida's congressional representation was restored on June 25, 1868, albeit forcefully after Reconstruction and the installation of unelected
18933066:21	Florida [SEP] Civil War, Florida's congressional representation was restored on June 25, 1868, albeit forcefully after Reconstruction and the installation of unelected government officials under the final authority of federal military commanders. After the Reconstruction period ended in 1876, white Democrats regained power in the state legislature. In 1885, they created a new constitution, followed by statutes through 1889 that disfranchised most blacks and many poor whites. In the pre-automobile era, railroads played a key role in the state's development, particularly in coastal areas. In 1883, the Pensacola and Atlantic Railroad connected Pensacola and the rest of the Panhandle to the rest of the state. In 1884, the South Florida Railroad (later absorbed by Atlantic Coast Line Railroad) opened full service to Tampa. In 1894, the Florida East Coast Railway reached West Palm Beach; in 1896 it reached Biscayne Bay near Miami. Numerous other railroads were built all over the interior of the state. 20th century Florida's economy has been based primarily
18933066:22	Florida [SEP] Numerous other railroads were built all over the interior of the state. 20th century Florida's economy has been based primarily upon agricultural products such as citrus fruits, strawberries, nuts, sugarcane and cattle. The boll weevil devastated cotton crops during the early 20th century. Until the mid-20th century, Florida was the least-populous state in the southern United States. In 1900, its population was only 528,542, of whom nearly 44% were African American, the same proportion as before the Civil War. Forty thousand blacks, roughly one-fifth of their 1900 population levels in Florida, left the state in the Great Migration. They left due to lynchings and racial violence and for better opportunities in the North and the West. Disfranchisement for most African Americans in the state persisted until the Civil Rights Movement of the 1960s gained federal legislation in 1965 to enforce protection of their constitutional suffrage. In response to racial segregation in Florida, a number of protests occurred in Florida during
18933066:23	Florida [SEP] protection of their constitutional suffrage. In response to racial segregation in Florida, a number of protests occurred in Florida during the 1950s and 1960s as part of the Civil Rights Movement. In 1956–1957, students at Florida A&M University organized a bus boycott in Tallahassee to mimic the Montgomery bus boycott and succeeded in integrating the city's buses. Students also held sit-ins in 1960 in protest of segregated seating at local lunch counters, and in 1964 an incident at a St. Augustine motel pool, in which the owner poured acid into the water during a demonstration, influenced the passage of the 1964 Civil Rights Act. Economic prosperity in the 1920s stimulated tourism to Florida and related development of hotels and resort communities. Combined with its sudden elevation in profile was the Florida land boom of the 1920s, which brought a brief period of intense land development. In 1925, the Seaboard Air Line broke the FEC's southeast Florida monopoly and extended its
18933066:24	Florida [SEP] period of intense land development. In 1925, the Seaboard Air Line broke the FEC's southeast Florida monopoly and extended its freight and passenger service to West Palm Beach; two years later it extended passenger service to Miami. Devastating hurricanes in 1926 and 1928, followed by the Great Depression, brought that period to a halt. Florida's economy did not fully recover until the military buildup for World War II. In 1939, Florida was described as "still very largely an empty State." Subsequently, the growing availability of air conditioning, the climate, and a low cost of living made the state a haven. Migration from the Rust Belt and the Northeast sharply increased Florida's population after 1945. In the 1960s, many refugees from Cuba, fleeing Fidel Castro's communist regime, arrived in Miami at the Freedom Tower, where the federal government used the facility to process, document and provide medical and dental services for the newcomers. As a result, the Freedom Tower was also
18933066:25	Florida [SEP] to process, document and provide medical and dental services for the newcomers. As a result, the Freedom Tower was also called the "Ellis Island of the South". In recent decades, more migrants have come for the jobs in a developing economy. 21st century With a population of more than 18 million, according to the 2010 census, Florida is the most populous state in the southeastern United States and the third-most populous in the United States. The population of Florida has boomed in recent years with the state being the recipient of the largest number of out-of-state movers in the country as of 2019. Florida's growth has been widespread, as cities throughout the state have continued to see population growth. In 2012, the killing of Trayvon Martin, a young black man, by George Zimmerman in Sanford drew national attention to Florida's stand-your-ground laws, and sparked African American activism, including the Black Lives Matter movement. After Hurricane Maria devastated Puerto Rico in
